sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptId,ADD_INFO:sourceDomain,ADD_INFO:sourceConceptClass,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:obsolete_conceptId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
4242A,"Other diseases of endocardium, Tricuspid valve disorders, specified as nonrheumatic",14,4108817,unique_parent_match,VITIUM VALVULAE TRICUSPIDALIS (NON RHEUMATICUM),2000403666,Condition,5-char ICD9fi,1970-01-01,2099-12-31,424,,,0.64,APPROVED,EQUIVALENT,Javier,1642756805650,4108817,"Tricuspid valve disorder, non-rheumatic",Condition,MAPS_TO,,<auto>,1642599215123,
6118X,"Other disorders of breast, Other specified disorders of breast",34,77030,unique_parent_match,ALII MORBII MAMMAE,2000404793,Condition,5-char ICD9fi,1970-01-01,2099-12-31,611,,,0.50,APPROVED,EQUIVALENT,Javier,1642756805650,36544459,"Dermoid cyst, NOS, of other specified parts of male genital organs",Condition,MAPS_TO,,<auto>,1642599215144,
4750A,Peritonsillar abscess[PERITONSILLITIS DIFFUSA],117,440751,grandparent_match,PERITONSILLITIS DIFFUSA,2000403928,Condition,5-char ICD9fi,1970-01-01,2099-12-31,475,,,0.60,APPROVED,NARROWER,Javier,1642756721361,440751,Peritonsillar abscess,Condition,MAPS_TO,,<auto>,1642599216446,
9412E,"Burn of face, head and neck, Blisters, epidermal loss [second degree][COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS II,>70%]",0,36674267,parent_match,"COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS II,>70%",2000408209,Condition,5-char ICD9fi,1970-01-01,2099-12-31,941,,,0.32,APPROVED,NARROWER,Javier,1642756738661,40490306,Partial thickness burn of face,Condition,MAPS_TO,,<auto>,1642599217066,
1727C,"Malignant melanoma of skin, Lower limb, including hip[MELANOMA MAL CUTIS EXTR INFER,NODULARE]",9,139757,parent_match,"MELANOMA MAL CUTIS EXTR INFER,NODULARE",2000401505,Condition,5-char ICD9fi,1970-01-01,2099-12-31,172,,,0.48,APPROVED,NARROWER,Javier,1642756738661,4097283,"Malignant neoplasm of peripheral nerves of lower limb, including hip",Condition,MAPS_TO,,<auto>,1642599217778,
7225B,"Intervertebral disk disorders, Degeneration of thoracic or lumbar intervertebral disk[DEGEN DISCI INTERVERT THORAC SEU LUMBOSACR CUM INST]",309,80816,parent_match,DEGEN DISCI INTERVERT THORAC SEU LUMBOSACR CUM INST,2000406015,Condition,5-char ICD9fi,1970-01-01,2099-12-31,722,,,0.52,APPROVED,NARROWER,Javier,1642756738661,74132,Degeneration of lumbosacral intervertebral disc,Condition,MAPS_TO,,<auto>,1642599218062,
4243A,"Other diseases of endocardium, Pulmonary valve disorders",0,319845,unique_parent_match,VITIUM VALVULAE PULMONALIS (NON RHEUMATICUM),2000403667,Condition,5-char ICD9fi,1970-01-01,2099-12-31,424,,,0.66,APPROVED,EQUIVALENT,Javier,1642756805650,319845,Pulmonary valve disorder,Condition,MAPS_TO,,<auto>,1642599218197,
4750B,Peritonsillar abscess[PERITONSILLITIS ABSCEDENS],852,440751,grandparent_match,PERITONSILLITIS ABSCEDENS,2000403929,Condition,5-char ICD9fi,1970-01-01,2099-12-31,475,,,0.65,APPROVED,NARROWER,Javier,1642756721361,440751,Peritonsillar abscess,Condition,MAPS_TO,,<auto>,1642599218237,
6119X,"Other disorders of breast, Unspecified breast disorder",23,77030,unique_parent_match,MORBII MAMMAE NUD,2000404794,Condition,5-char ICD9fi,1970-01-01,2099-12-31,611,,,0.44,APPROVED,EQUIVALENT,Javier,1642756805650,72404,Joint stiffness,Condition,MAPS_TO,,<auto>,1642599218237,
1628G,"Malignant neoplasm of trachea, bronchus and lung, Other parts of bronchus or lung[NEOPL MAL PULMONIS LOCO MULTIPLICI,VAIN SYTOL DG]",0,4311499,parent_match,"NEOPL MAL PULMONIS LOCO MULTIPLICI,VAIN SYTOL DG",2000401299,Condition,5-char ICD9fi,1970-01-01,2099-12-31,162,,,0.46,APPROVED,NARROWER,Javier,1642756738661,35610239,Malignant neoplasm of bronchus or lung,Condition,MAPS_TO,,<auto>,1642599218461,
7115F,"Arthropathy associated with infections, Arthropathy associated with other viral diseases[ARTHRITIS (POSTINFECTIOSA) VIROSA, POLVI]",7,77348,parent_match,"ARTHRITIS (POSTINFECTIOSA) VIROSA, POLVI",2000405743,Condition,5-char ICD9fi,1970-01-01,2099-12-31,711,,,0.53,APPROVED,NARROWER,Javier,1642756738661,76777,Arthropathy associated with infection,Condition,MAPS_TO,,<auto>,1642599218674,
476,Chronic laryngitis and laryngotracheitis,0,4112534,full_match,LARYNGITIS ET LARYNGOTRACHEITIS CHRONICA,2000403930,Condition,3-char ICD9fi,1970-01-01,2099-12-31,470-478,,,1.00,APPROVED,EQUAL,Javier,1642756146926,4112534,Chronic laryngitis and laryngotracheitis,Condition,MAPS_TO,,<auto>,1642599219681,
4760A,"Chronic laryngitis and laryngotracheitis, Chronic laryngitis",132,24970,unique_parent_match,LARYNGITIS CHRONICA,2000403931,Condition,5-char ICD9fi,1970-01-01,2099-12-31,476,,,0.92,APPROVED,EQUIVALENT,Javier,1642756805650,4112534,Chronic laryngitis and laryngotracheitis,Condition,MAPS_TO,,<auto>,1642599221348,
7226X,"Intervertebral disk disorders, Degeneration of intervertebral disk, site unspecified",18,80816,unique_parent_match,DEGENERATIO DISCI INTERVERTABRALIS NUD,2000406016,Condition,5-char ICD9fi,1970-01-01,2099-12-31,722,,,0.56,APPROVED,EQUIVALENT,Javier,1642756805650,80816,Degeneration of intervertebral disc,Condition,MAPS_TO,,<auto>,1642599221409,
9412X,"Burn of face, head and neck, Blisters, epidermal loss [second degree][COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS II,LAAJ?]",0,36674267,parent_match,"COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS II,LAAJ?",2000408210,Condition,5-char ICD9fi,1970-01-01,2099-12-31,941,,,0.32,APPROVED,NARROWER,Javier,1642756738661,40490306,Partial thickness burn of face,Condition,MAPS_TO,,<auto>,1642599221846,
1727D,"Malignant melanoma of skin, Lower limb, including hip[MELANOMA MAL CUTIS EXTR INFER,MUU TAI TARK MÄÄR]",12,139757,parent_match,"MELANOMA MAL CUTIS EXTR INFER,MUU TAI TARK MÄÄR",2000401506,Condition,5-char ICD9fi,1970-01-01,2099-12-31,172,,,0.41,APPROVED,NARROWER,Javier,1642756738661,4097283,"Malignant neoplasm of peripheral nerves of lower limb, including hip",Condition,MAPS_TO,,<auto>,1642599221918,
4249A,"Other diseases of endocardium, Endocarditis, valve unspecified[ENDOCARDITIS NONINFECTIOSA ALIA]",0,4232337,parent_match,ENDOCARDITIS NONINFECTIOSA ALIA,2000403668,Condition,5-char ICD9fi,1970-01-01,2099-12-31,424,,,0.42,APPROVED,NARROWER,Javier,1642756738661,43021947,Infective endocarditis of mitral valve,Condition,MAPS_TO,,<auto>,1642599222345,
614,"Inflammatory disease of ovary, Fallopian tube, pelvic cellular tissue and peritoneum",0,40483613,full_match,"MORBI INFECTIOSI OVARII,TUBAE,PARAMETR ET CAVI PELV",2000404795,Condition,3-char ICD9fi,1970-01-01,2099-12-31,614-616,,,0.59,APPROVED,EQUAL,Javier,1642756146926,197602,Tubo-ovarian inflammatory disease,Condition,MAPS_TO,,<auto>,1642599222427,
4761A,"Chronic laryngitis and laryngotracheitis, Chronic laryngotracheitis",0,26719,unique_parent_match,LARYNGOTRACHEITIS CHRONICA,2000403932,Condition,5-char ICD9fi,1970-01-01,2099-12-31,476,,,0.92,APPROVED,EQUIVALENT,Javier,1642756805650,4112534,Chronic laryngitis and laryngotracheitis,Condition,MAPS_TO,,<auto>,1642599223057,
7115G,"Arthropathy associated with infections, Arthropathy associated with other viral diseases[ARTHRITIS (POSTINFECTIOSA) VIROSA, NILKKA]",0,77348,parent_match,"ARTHRITIS (POSTINFECTIOSA) VIROSA, NILKKA",2000405744,Condition,5-char ICD9fi,1970-01-01,2099-12-31,711,,,0.50,APPROVED,NARROWER,Javier,1642756738661,76777,Arthropathy associated with infection,Condition,MAPS_TO,,<auto>,1642599223301,
1628X,"Malignant neoplasm of trachea, bronchus and lung, Other parts of bronchus or lung[NEOPL MAL PULMONIS LOCO MULTIPLICI,EI HIST/SYTOL DG]",0,4311499,parent_match,"NEOPL MAL PULMONIS LOCO MULTIPLICI,EI HIST/SYTOL DG",2000401300,Condition,5-char ICD9fi,1970-01-01,2099-12-31,162,,,0.44,APPROVED,NARROWER,Javier,1642756738661,35610239,Malignant neoplasm of bronchus or lung,Condition,MAPS_TO,,<auto>,1642599223929,
477,Allergic rhinitis,0,257007,full_match,RHINITIS ALLERGICA,2000403933,Condition,3-char ICD9fi,1970-01-01,2099-12-31,470-478,,,1.00,APPROVED,EQUAL,Javier,1642756146926,257007,Allergic rhinitis,Condition,MAPS_TO,,<auto>,1642599224146,
7227A,"Intervertebral disk disorders, Intervertebral disk disorder with myelopathy[KAULANIKAMAN VÄLILEVYTYRÄ JUURIOIREINEEN]",224,78832,parent_match,KAULANIKAMAN VÄLILEVYTYRÄ JUURIOIREINEEN,2000406017,Condition,5-char ICD9fi,1970-01-01,2099-12-31,722,,,0.37,APPROVED,NARROWER,Javier,1642756738661,78832,Intervertebral disc disorder with myelopathy,Condition,MAPS_TO,,<auto>,1642599225008,
4249X,"Other diseases of endocardium, Endocarditis, valve unspecified[MORBUS ENDOCARDII NUD]",0,4232337,parent_match,MORBUS ENDOCARDII NUD,2000403669,Condition,5-char ICD9fi,1970-01-01,2099-12-31,424,,,0.36,INVALID_TARGET,NARROWER,Javier,1642756738661,0,Unmapped,,MAPS_TO,Invalid existing target: 4119458,,0,
4779A,"Allergic rhinitis, Cause unspecified",825,257007,unique_parent_match,RHINITIS ALLERGICA,2000403934,Condition,5-char ICD9fi,1970-01-01,2099-12-31,477,,,0.62,APPROVED,EQUIVALENT,Javier,1642756805650,257007,Allergic rhinitis,Condition,MAPS_TO,,<auto>,1642599225935,
1727X,"Malignant melanoma of skin, Lower limb, including hip[MELANOMA MAL CUTIS EXTR INFER,EI HIST VAHV]",0,139757,parent_match,"MELANOMA MAL CUTIS EXTR INFER,EI HIST VAHV",2000401507,Condition,5-char ICD9fi,1970-01-01,2099-12-31,172,,,0.44,APPROVED,NARROWER,Javier,1642756738661,4097283,"Malignant neoplasm of peripheral nerves of lower limb, including hip",Condition,MAPS_TO,,<auto>,1642599226237,
9413A,"Burn of face, head and neck, Full-thickness skin loss [third degree NOS][COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS III,<9%]",0,42538213,parent_match,"COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS III,<9%",2000408211,Condition,5-char ICD9fi,1970-01-01,2099-12-31,941,,,0.38,APPROVED,NARROWER,Javier,1642756738661,42538212,Full thickness burn of head and neck,Condition,MAPS_TO,,<auto>,1642599226268,
425,Cardiomyopathy,0,321319,full_match,CARDIOMYOPATHIA,2000403670,Condition,3-char ICD9fi,1970-01-01,2099-12-31,420-429,,,1.00,APPROVED,EQUAL,Javier,1642756146926,321319,Cardiomyopathy,Condition,MAPS_TO,,<auto>,1642599226606,
6140A,"Inflammatory disease of ovary, Fallopian tube, pelvic cellular tissue and peritoneum, Acute salpingitis and oophoritis[S-O-ITIS ACUTA]",558,40483613,parent_match,S-O-ITIS ACUTA,2000404796,Condition,5-char ICD9fi,1970-01-01,2099-12-31,614,,,0.44,APPROVED,NARROWER,Javier,1642756738661,197602,Tubo-ovarian inflammatory disease,Condition,MAPS_TO,,<auto>,1642599227572,
7115H,"Arthropathy associated with infections, Arthropathy associated with other viral diseases[ARTHRITIS (POSTINFECTIOSA) VIROSA, JALKATERÄ]",0,77348,parent_match,"ARTHRITIS (POSTINFECTIOSA) VIROSA, JALKATERÄ",2000405745,Condition,5-char ICD9fi,1970-01-01,2099-12-31,711,,,0.48,APPROVED,NARROWER,Javier,1642756738661,76777,Arthropathy associated with infection,Condition,MAPS_TO,,<auto>,1642599227572,
478,Other diseases of upper respiratory tract,0,254068,full_match,ALII MORBI TRACTUS RESPIRATIONIS SUPERIORIS,2000403935,Condition,3-char ICD9fi,1970-01-01,2099-12-31,470-478,,,0.87,APPROVED,EQUAL,Javier,1642756146926,254068,Disorder of upper respiratory system,Condition,MAPS_TO,,<auto>,1642599228315,
4250A,"Cardiomyopathy, Endomyocardial fibrosis",22,439399,unique_parent_match,CARDIOMYOPATHIA RESTRICTIVA,2000403671,Condition,5-char ICD9fi,1970-01-01,2099-12-31,425,,,0.79,APPROVED,EQUIVALENT,Javier,1642756805650,315560,Primary endomyocardial fibrosis cardiomyopathy,Condition,MAPS_TO,,<auto>,1642599228508,
7227B,"Intervertebral disk disorders, Intervertebral disk disorder with myelopathy[RINTANIKAMAN VÄLILEVYTYRÄ JUURIOIREINEEN]",36,78832,parent_match,RINTANIKAMAN VÄLILEVYTYRÄ JUURIOIREINEEN,2000406018,Condition,5-char ICD9fi,1970-01-01,2099-12-31,722,,,0.38,APPROVED,NARROWER,Javier,1642756738661,78832,Intervertebral disc disorder with myelopathy,Condition,MAPS_TO,,<auto>,1642599228763,
1629A,"Malignant neoplasm of trachea, bronchus and lung, Bronchus and lung, unspecified[NEOPL MAL PULMONIS LOCO ALIO/NUD,CA EPIDERMOIDES]",0,4311499,parent_match,"NEOPL MAL PULMONIS LOCO ALIO/NUD,CA EPIDERMOIDES",2000401301,Condition,5-char ICD9fi,1970-01-01,2099-12-31,162,,,0.41,APPROVED,NARROWER,Javier,1642756738661,35610239,Malignant neoplasm of bronchus or lung,Condition,MAPS_TO,,<auto>,1642599229098,
1728A,"Malignant melanoma of skin, Other specified sites of skin[MELANOMA MALIGNUM CUTIS ALIA,MELAN EX LENTIGOMAL]",0,141232,parent_match,"MELANOMA MALIGNUM CUTIS ALIA,MELAN EX LENTIGOMAL",2000401508,Condition,5-char ICD9fi,1970-01-01,2099-12-31,172,,,0.46,APPROVED,NARROWER,Javier,1642756738661,44500741,Lentigo maligna melanoma of skin of other and unspecified parts of face,Condition,MAPS_TO,,<auto>,1642599230277,
4251A,"Cardiomyopathy, Hypertrophic obstructive cardiomyopathy",83,4124693,unique_parent_match,CARDIOMYOPATHIA HYPERTROPHICA,2000403672,Condition,5-char ICD9fi,1970-01-01,2099-12-31,425,,,0.89,APPROVED,EQUIVALENT,Javier,1642756805650,316428,Hypertrophic obstructive cardiomyopathy,Condition,MAPS_TO,,<auto>,1642599230714,
9413B,"Burn of face, head and neck, Full-thickness skin loss [third degree NOS][COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS III,10-29]",0,42538213,parent_match,"COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS III,10-29",2000408212,Condition,5-char ICD9fi,1970-01-01,2099-12-31,941,,,0.38,APPROVED,NARROWER,Javier,1642756738661,42538212,Full thickness burn of head and neck,Condition,MAPS_TO,,<auto>,1642599230835,
7115K,"Arthropathy associated with infections, Arthropathy associated with other viral diseases[ARTHRITIS (POSTINFECTIOSA) VIROSA, MUU NIVEL]",0,77348,parent_match,"ARTHRITIS (POSTINFECTIOSA) VIROSA, MUU NIVEL",2000405746,Condition,5-char ICD9fi,1970-01-01,2099-12-31,711,,,0.50,APPROVED,NARROWER,Javier,1642756738661,76777,Arthropathy associated with infection,Condition,MAPS_TO,,<auto>,1642599232193,
7227C,"Intervertebral disk disorders, Intervertebral disk disorder with myelopathy[SYNDROMA ISCHIADICUM]",4493,78832,parent_match,SYNDROMA ISCHIADICUM,2000406019,Condition,5-char ICD9fi,1970-01-01,2099-12-31,722,,,0.58,APPROVED,NARROWER,Javier,1642756738661,78832,Intervertebral disc disorder with myelopathy,Condition,MAPS_TO,,<auto>,1642599232204,
4253A,"Cardiomyopathy, Endocardial fibroelastosis",0,314370,unique_parent_match,FIBROELASTOSIS ENDOCARDIALIS,2000403673,Condition,5-char ICD9fi,1970-01-01,2099-12-31,425,,,0.71,APPROVED,EQUIVALENT,Javier,1642756805650,314370,Endocardial fibroelastosis,Condition,MAPS_TO,,<auto>,1642599233047,
4781A,"Other diseases of upper respiratory tract, Other diseases of nasal cavity and sinuses[MORBUS CAVI NASI ET SINUS ALIA DEFINITA]",65,439407,parent_match,MORBUS CAVI NASI ET SINUS ALIA DEFINITA,2000403936,Condition,5-char ICD9fi,1970-01-01,2099-12-31,478,,,0.48,APPROVED,NARROWER,Javier,1642756738661,254068,Disorder of upper respiratory system,Condition,MAPS_TO,,<auto>,1642599233261,
6140B,"Inflammatory disease of ovary, Fallopian tube, pelvic cellular tissue and peritoneum, Acute salpingitis and oophoritis[S-O-ITIS ACUTA CUM IUD]",68,40483613,parent_match,S-O-ITIS ACUTA CUM IUD,2000404797,Condition,5-char ICD9fi,1970-01-01,2099-12-31,614,,,0.42,APPROVED,NARROWER,Javier,1642756738661,197602,Tubo-ovarian inflammatory disease,Condition,MAPS_TO,,<auto>,1642599233646,
1629B,"Malignant neoplasm of trachea, bronchus and lung, Bronchus and lung, unspecified[NEOPL MAL PULMONIS LOCO ALIO/NUD,CA MICROCELLURE]",0,4311499,parent_match,"NEOPL MAL PULMONIS LOCO ALIO/NUD,CA MICROCELLURE",2000401302,Condition,5-char ICD9fi,1970-01-01,2099-12-31,162,,,0.42,APPROVED,NARROWER,Javier,1642756738661,35610239,Malignant neoplasm of bronchus or lung,Condition,MAPS_TO,,<auto>,1642599234256,
4254A,"Cardiomyopathy, Other primary cardiomyopathies",230,4232495,unique_parent_match,CARDIOMYOPATHIA CONGESTIVA,2000403674,Condition,5-char ICD9fi,1970-01-01,2099-12-31,425,,,0.73,APPROVED,EQUIVALENT,Javier,1642756805650,4232495,Primary cardiomyopathy,Condition,MAPS_TO,,<auto>,1642599235131,
1728B,"Malignant melanoma of skin, Other specified sites of skin[MELANOMA MALIGNUM CUTIS ALIA,SUPERFICIAL SPREAD]",0,141232,parent_match,"MELANOMA MALIGNUM CUTIS ALIA,SUPERFICIAL SPREAD",2000401509,Condition,5-char ICD9fi,1970-01-01,2099-12-31,172,,,0.55,APPROVED,NARROWER,Javier,1642756738661,4110725,Superficial spreading malignant melanoma of skin,Condition,MAPS_TO,,<auto>,1642599235141,
9413C,"Burn of face, head and neck, Full-thickness skin loss [third degree NOS][COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS III,30-49]",0,42538213,parent_match,"COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS III,30-49",2000408213,Condition,5-char ICD9fi,1970-01-01,2099-12-31,941,,,0.38,APPROVED,NARROWER,Javier,1642756738661,42538212,Full thickness burn of head and neck,Condition,MAPS_TO,,<auto>,1642599235851,
7228A,"Intervertebral disk disorders, Postlaminectomy syndrome[SYNDROMA CERVICALE POSTLAMINECTOMIAM]",6,132412,parent_match,SYNDROMA CERVICALE POSTLAMINECTOMIAM,2000406020,Condition,5-char ICD9fi,1970-01-01,2099-12-31,722,,,0.43,APPROVED,NARROWER,Javier,1642756738661,442427,Cervical post-laminectomy syndrome,Condition,MAPS_TO,,<auto>,1642599236387,
4255A,"Cardiomyopathy, Alcoholic cardiomyopathy",14,318773,unique_parent_match,CARDIOMYOPATHIA ALCOHOLICA,2000403675,Condition,5-char ICD9fi,1970-01-01,2099-12-31,425,,318773,0.85,INVALID_TARGET,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,Invalid existing target: 37164777,,0,Javier
7115L,"Arthropathy associated with infections, Arthropathy associated with other viral diseases[ARTHRITIS (POSTINFECTIOSA) VIROSA, USEAT NIVELET]",6,77348,parent_match,"ARTHRITIS (POSTINFECTIOSA) VIROSA, USEAT NIVELET",2000405747,Condition,5-char ICD9fi,1970-01-01,2099-12-31,711,,,0.52,APPROVED,NARROWER,Javier,1642756738661,76777,Arthropathy associated with infection,Condition,MAPS_TO,,<auto>,1642599236987,
4781B,"Other diseases of upper respiratory tract, Other diseases of nasal cavity and sinuses[RHINOLITHIASIS]",0,439407,parent_match,RHINOLITHIASIS,2000403937,Condition,5-char ICD9fi,1970-01-01,2099-12-31,478,,,0.51,APPROVED,NARROWER,Javier,1642756738661,254068,Disorder of upper respiratory system,Condition,MAPS_TO,,<auto>,1642599237975,
1728C,"Malignant melanoma of skin, Other specified sites of skin[MELANOMA MALIGNUM CUTIS ALIA,NODULARE]",0,141232,parent_match,"MELANOMA MALIGNUM CUTIS ALIA,NODULARE",2000401510,Condition,5-char ICD9fi,1970-01-01,2099-12-31,172,,,0.49,APPROVED,NARROWER,Javier,1642756738661,4112760,Nodular malignant melanoma of skin,Condition,MAPS_TO,,<auto>,1642599239071,
4258A,Cardiomyopathy in other diseases classified elsewhere,0,320746,unique_parent_match,CARDIOMYOPATHIA SECUNDARIA,2000403676,Condition,5-char ICD9fi,1970-01-01,2099-12-31,425,,,0.51,APPROVED,EQUIVALENT,Javier,1642756805650,321319,Cardiomyopathy,Condition,MAPS_TO,,<auto>,1642599239154,
1629C,"Malignant neoplasm of trachea, bronchus and lung, Bronchus and lung, unspecified[NEOPL MAL PULMONIS LOCO ALIO/NUD,ADENOCARCINOMA]",0,4311499,parent_match,"NEOPL MAL PULMONIS LOCO ALIO/NUD,ADENOCARCINOMA",2000401303,Condition,5-char ICD9fi,1970-01-01,2099-12-31,162,,,0.42,APPROVED,NARROWER,Javier,1642756738661,35610239,Malignant neoplasm of bronchus or lung,Condition,MAPS_TO,,<auto>,1642599239297,
6141A,"Inflammatory disease of ovary, Fallopian tube, pelvic cellular tissue and peritoneum, Chronic salpingitis and oophoritis[S-O-ITIS CHRONICA]",118,40483613,parent_match,S-O-ITIS CHRONICA,2000404798,Condition,5-char ICD9fi,1970-01-01,2099-12-31,614,,,0.44,APPROVED,NARROWER,Javier,1642756738661,198201,Chronic salpingo-oophoritis,Condition,MAPS_TO,,<auto>,1642599240049,
7228B,"Intervertebral disk disorders, Postlaminectomy syndrome[SYNDROMA THORACALE POSTLAMINECTOMIAM]",0,132412,parent_match,SYNDROMA THORACALE POSTLAMINECTOMIAM,2000406021,Condition,5-char ICD9fi,1970-01-01,2099-12-31,722,,,0.40,APPROVED,NARROWER,Javier,1642756738661,434656,Vertebral artery syndrome,Condition,MAPS_TO,,<auto>,1642599240314,
9413D,"Burn of face, head and neck, Full-thickness skin loss [third degree NOS][COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS III,50-69]",0,42538213,parent_match,"COMBUSTIO FACIEI, CAPITIS ET COLLI GRADUS III,50-69",2000408214,Condition,5-char ICD9fi,1970-01-01,2099-12-31,941,,,0.38,APPROVED,NARROWER,Javier,1642756738661,42538212,Full thickness burn of head and neck,Condition,MAPS_TO,,<auto>,1642599240955,
4259X,"Cardiomyopathy, Secondary cardiomyopathy, unspecified",67,320746,unique_parent_match,CARDIOMYOPATHIA NUD,2000403677,Condition,5-char ICD9fi,1970-01-01,2099-12-31,425,,,0.81,APPROVED,EQUIVALENT,Javier,1642756805650,320746,Cardiomyopathy associated with another disorder,Condition,MAPS_TO,,<auto>,1642599241208,
7115X,"Arthropathy associated with infections, Arthropathy associated with other viral diseases[ARTHRITIS (POSTINFECTIOSA) VIROSA, MÄÄRITTELEMÄTÖN]",0,77348,parent_match,"ARTHRITIS (POSTINFECTIOSA) VIROSA, MÄÄRITTELEMÄTÖN",2000405748,Condition,5-char ICD9fi,1970-01-01,2099-12-31,711,,,0.43,APPROVED,NARROWER,Javier,1642756738661,76777,Arthropathy associated with infection,Condition,MAPS_TO,,<auto>,1642599241277,
4781C,"Other diseases of upper respiratory tract, Other diseases of nasal cavity and sinuses[CYSTA SINUS MAXILLARIS]",207,439407,parent_match,CYSTA SINUS MAXILLARIS,2000403938,Condition,5-char ICD9fi,1970-01-01,2099-12-31,478,,,0.51,APPROVED,NARROWER,Javier,1642756738661,254068,Disorder of upper respiratory system,Condition,MAPS_TO,,<auto>,1642599242707,
